,max_error,mean_squared_error,mean_absolute_error
1,4.946915712095277,11.52294966526805,3.261727930820607
2,4.918355091936577,9.581706926714578,2.9000500647842724
3,4.918355219370037,8.201634930814265,2.584593491041553
4,4.824956713950429,6.924917554010696,2.3042833792689046
5,4.827394052668959,6.435842407895216,2.1802625390726695
6,4.822947425542912,6.247986980543424,2.1342440228401753
7,4.823607181197245,6.110598209725036,2.0994244259117267
8,4.8211818045478525,5.9285327981878595,2.0521715142486316
9,4.827606992486421,5.5680066948477736,1.96620647047394
10,4.828824510366198,5.132644745921501,1.8498780104160557
11,4.83457510647655,4.717924605011716,1.737569213999461
12,4.832619826845524,4.537284430007842,1.6875697638951466
13,4.828639047530388,4.359052883184195,1.6300013908325743
14,4.829207825151855,4.190602544725436,1.5811695481187167
15,4.823697222343376,3.932477514804702,1.4965599722055807
16,4.813551923680304,3.7277144840071235,1.4319800223345045
17,4.806162782727636,3.5534862660424786,1.3700384724006953
18,4.80539142270643,3.340853260558974,1.296438895024188
19,4.803485066805162,3.233952873296906,1.2555467390608017
20,4.806724302094816,3.160134687272558,1.2294752402133056
21,4.807869275490953,3.0844050705286308,1.1963999548773276
22,4.811174212214471,2.891743991561789,1.1344261216717286
23,4.816230979975493,2.8081876550875022,1.1027306497014975
24,4.815040259448823,2.749350101924946,1.079778268736283
25,4.808330097672427,2.6189909651884755,1.035316467975496
26,4.808280424863,2.573600828310663,1.017858143041457
27,4.803596039261732,2.4704047072557036,0.9835099239082746
28,4.802957061594915,2.3841406357019723,0.9537852808830363
29,4.801808001563973,2.2856258992782865,0.9143598781547662
30,4.799994493492441,2.2246420924863304,0.8927861900589307
31,4.800662178090585,2.1599967715608597,0.8671177899218308
32,4.801793994549941,2.138760591436667,0.8528362756628793
33,4.801381677492666,2.0506748570744615,0.8205086150055112
34,4.801054478563917,2.012435654330339,0.8053829910991859
35,4.799085831301753,1.9506254972314074,0.7805942430492601
36,4.799040530203758,1.9249535146618546,0.7679276841461321
37,4.798870905155982,1.906153477233372,0.7542360512248177
38,4.798689146591418,1.891483067467101,0.746674583690536
39,4.799067321241281,1.8830458057033717,0.7392438232624136
40,4.795357230229777,1.855100070389053,0.7292277912598475
41,4.793063376749493,1.8216012876641403,0.7168019943485688
42,4.791643074599895,1.7861390093619913,0.7016962437439428
43,4.791113666390149,1.771472340174585,0.6954666078062378
44,4.7885220090080916,1.7423875587862305,0.684271222016407
45,4.789853462992482,1.742759143316278,0.6835065134105018
46,4.788411048428041,1.721134861596758,0.676322789252048
47,4.78345536161282,1.6877427543733257,0.6652499983723016
48,4.783904944342899,1.6780248120538241,0.6594484645565405
49,4.78407005212742,1.6499181964398064,0.6470804930552065
50,4.784213025538077,1.6299946074076328,0.6391676438568816
51,4.7843838389431035,1.6236375843901945,0.6335238405923901
52,4.785968582025656,1.6114860532641695,0.6275401677263601
53,4.782514397941515,1.5861545883923123,0.6173245511033361
54,4.786876685980219,1.5822731400923091,0.6129577865080411
55,4.787580871216625,1.5849419568216427,0.6117436269246592
56,4.791415367691727,1.584191204130016,0.6084303029505478
57,4.788140612912601,1.5744996238949305,0.6037957245938712
58,4.7905683429926045,1.5734396612038468,0.5995132867096518
59,4.793879692256235,1.5710341993599009,0.5969038419320815
60,4.779482218149104,1.5591216320535468,0.5908974443343428
61,4.77579119430848,1.5527323830834945,0.58784039869882
62,4.77031791175156,1.5393334987198048,0.5835896467437587
63,4.770162819075622,1.5370161112901721,0.5793326220765402
64,4.769587219874867,1.5340781247429602,0.577369731361399
65,4.765465080777205,1.5041269049010935,0.5665080177248351
66,4.758883105458141,1.4888159074745502,0.5596252479187953
67,4.757007501571624,1.4775697617957901,0.5554007447396658
68,4.755395321730748,1.4808280680380776,0.5540782641411715
69,4.7557142086340845,1.478420321236589,0.5526583141442332
70,4.754415264870394,1.472270188602359,0.5494519703706887
71,4.752481764461591,1.4632918263613648,0.5462000746506773
72,4.753575387753546,1.4595460437110819,0.5445820140715998
73,4.749373514623504,1.4418251790098593,0.53905347161528
74,4.747826416073724,1.435412935550204,0.536123055408552
75,4.745195266807412,1.4322062875382389,0.5350765253031227
76,4.743696627958302,1.4287617387236566,0.5335412366792912
77,4.742428993266326,1.4300447678099897,0.5334580895794616
78,4.739813916089902,1.4298590473002586,0.5333668864874509
79,4.7397502426221685,1.4177482425490575,0.529261489521004
80,4.738791778959347,1.4146851850549185,0.5278584181073287
81,4.7373851509682545,1.4128002824582915,0.527152418927188
82,4.736713290110895,1.4139025183892384,0.527506062605282
83,4.736871088263879,1.4112765061559076,0.5255658074022177
84,4.735906207983599,1.4019952808050993,0.5228062601421125
85,4.734788897288729,1.4000243222430582,0.5222603940303262
86,4.73446130871712,1.400231341241764,0.5219395721558843
87,4.732927581041328,1.394304225470593,0.5196626361527865
88,4.73265612719101,1.3874316355970906,0.5172783454245691
89,4.7324415074247534,1.3863583210166048,0.5167228304739725
90,4.731922775094887,1.3815735616795999,0.5153545925989661
91,4.729937008317859,1.3767965095017964,0.5141821966612586
92,4.729849093940851,1.3746383544500886,0.5133302279509488
93,4.72830607138433,1.3713406506490455,0.5123174020906932
94,4.727411875067635,1.367903554145237,0.5107849905586532
95,4.726756058282831,1.3672432327110073,0.5103739202294857
96,4.7263425681650215,1.3656115611425732,0.5098044423507119
97,4.72614125504143,1.3646500581962946,0.509681569668733
98,4.725969628006859,1.3657611263407101,0.509752954490486
99,4.72645612939718,1.3623145319690515,0.5086007984222286
100,4.725458825875294,1.3601913260365954,0.5078085324790192
101,4.724178218312696,1.3509011078718565,0.5046907994215729
102,4.724186065762853,1.3482751976491911,0.5032534519512443
103,4.723918356320337,1.3430622736656643,0.501254613941781
104,4.723250338457052,1.3383985067746178,0.4996030693684757
105,4.72324545526887,1.3358066136952482,0.4987263370429706
106,4.722220308326041,1.330430951222573,0.49705518890732553
107,4.721949043784416,1.329971051327124,0.4967010505553757
108,4.721274461805928,1.3293889477859777,0.4964101918137987
109,4.7210107204028695,1.3274804426404985,0.49596807000448234
110,4.7213528116719585,1.3281005248374054,0.49602438234433743
111,4.720605217879165,1.3242026080782727,0.4948626080113313
112,4.720093185616392,1.3168915208024308,0.4924446148702582
113,4.720292460267052,1.313428764498441,0.4906990019648724
114,4.718846543573134,1.305705676030727,0.4878211290111167
115,4.718352592569911,1.3038833301541983,0.48736319396010624
116,4.7179263710082715,1.3016185666129547,0.486354108587114
117,4.716377157552109,1.2997028215045108,0.4855756975444938
118,4.716262492518658,1.2971956799739888,0.4845235047292107
119,4.715846656876938,1.294737735398919,0.48381398045602464
120,4.715732521024537,1.2901263155561316,0.4824862754194853
121,4.715865105782636,1.2901772569198744,0.4824509722857134
122,4.715869329322468,1.2878186814334558,0.48173028187237465
123,4.7154349786963525,1.286728272736519,0.4813996261666997
124,4.715078397098538,1.2858627349833336,0.4811972694148514
125,4.715547074252113,1.2855624276159596,0.4809172252060005
126,4.7150921570849045,1.2785806548162724,0.47922474856894465
127,4.714669990068817,1.2769124081913292,0.47864928832085324
