,max_error,mean_squared_error,mean_absolute_error
1,4.946915712453508,11.550184828757184,3.266467339704336
2,4.918352479743139,9.62306162623948,2.908132137949997
3,4.918352652299601,8.240668041921063,2.594988800351676
4,4.875079536275932,7.434332943135372,2.404524035462818
5,4.877095311555662,7.194002274997711,2.346489275141214
6,4.876674587953951,7.0210146364883474,2.3054799369822
7,4.8770080998176955,6.774781932756927,2.2447918874181467
8,4.877042346051697,6.341089850361486,2.1427025519723726
9,4.878984923561877,6.009642529253356,2.0616509753815175
10,4.880340855365206,5.58343953032853,1.9487874891164474
11,4.88221654159492,5.184957931740722,1.8411376180584136
12,4.882496972956521,4.842724328962619,1.7450863214133032
13,4.884278646439657,4.615599732422656,1.6765634799612437
14,4.886414674335897,4.428570854509943,1.6148372652868501
15,4.88120099940863,4.220940463103958,1.5472591988350364
16,4.882201110847748,4.104751327593457,1.5068461374656144
17,4.88113321756057,3.9447256679126808,1.4444042410854745
18,4.877048307878008,3.806496116364494,1.4054281402538467
19,4.877891318979607,3.726574769123824,1.3792054703470873
20,4.8779018224062725,3.6785385386439864,1.3578798417859839
21,4.876061490235443,3.504016241973766,1.3026203586507352
22,4.874216551926042,3.406481065694254,1.2692274610504872
23,4.879595778459931,3.2661843268901025,1.2259118682977745
24,4.878651781243083,3.2188216161785843,1.2093073364020406
25,4.880724681860867,3.139226249054214,1.1810384453754452
26,4.879317153317301,3.042518221643861,1.1447155056772937
27,4.881300271001311,2.942959878552165,1.1040453701083404
28,4.880503257052093,2.8373400278605003,1.0623772861378409
29,4.88099608955526,2.774747741353883,1.0344479536841444
30,4.8795854171165916,2.669023611120161,0.9978371166386453
31,4.879506906082965,2.620396448398125,0.9753611146881606
32,4.880046372407763,2.5465523837130744,0.9493532225596144
33,4.875172385835921,2.4775691574352248,0.9286260073106231
34,4.872371830591311,2.4340834041376906,0.9143275699116605
35,4.870460081956884,2.3630420265208127,0.8870019253613417
36,4.868515571396978,2.2902555496737382,0.8614430790106801
37,4.868129698736164,2.2797221017201026,0.8540826769842262
38,4.868067391896951,2.2619453059442693,0.8470001039553242
39,4.867638778283391,2.2239387912414634,0.8341515189115799
40,4.869993529484691,2.2105086187476357,0.8263523228707473
41,4.869995770206829,2.192086661446592,0.8179685329284829
42,4.87150431906089,2.171008833903615,0.8099382361643556
43,4.870960986732481,2.1577378819310176,0.8045357227266288
44,4.868800799452973,2.1349778345324997,0.7945644482227524
45,4.864759423808639,2.0940217435199675,0.7789395513643079
46,4.8630614277919895,2.0326521189960465,0.7596068952177166
47,4.86162709500833,2.0084145375459377,0.749130002854016
48,4.8612635421008425,1.98698368522432,0.7389913460354651
49,4.855844590390758,1.9606410712210496,0.728874614872765
50,4.854938425889754,1.945212526155346,0.721786766912723
51,4.854637364976884,1.9352302777131223,0.7166014432672505
52,4.851026521582226,1.9133764735025909,0.7070152488177255
53,4.850331357439069,1.882492284633472,0.6976484516596638
54,4.85094017597217,1.8528425694099417,0.6869008222694287
55,4.849867010380966,1.8383757441681858,0.679902576337423
56,4.847942047684015,1.8216581363228634,0.6742341335993399
57,4.849306298381674,1.8193515592479383,0.6699496430450307
58,4.851589262750181,1.8176649638482787,0.6661308998187285
59,4.85244225363205,1.8162631983544768,0.6640419305217805
60,4.852842141903894,1.8182627729372658,0.6631367233458914
61,4.852941233025082,1.8032871915517141,0.6536754739665089
62,4.853751726283897,1.800917918554552,0.6524213379588824
63,4.8542422775453735,1.795048167125549,0.6498697575402134
64,4.854615725124204,1.7978431785056705,0.6494050951275795
65,4.853648281356397,1.7891471094460978,0.6462865012364968
66,4.854114460908915,1.7867399931667471,0.6438628772041834
67,4.8548491207380895,1.784091508911535,0.6412895115408989
68,4.853234613431353,1.783110429758522,0.6405156350895861
69,4.852891833518346,1.7715640485591828,0.6350466397801794
70,4.852905263921307,1.7689139993827299,0.6340197541340437
71,4.8516680196089945,1.7671500417825845,0.633334977295988
72,4.850234445530984,1.7624150521739068,0.6316957237242484
73,4.850307244933925,1.742729278511463,0.6261687809301525
74,4.850303810574945,1.743867268304162,0.6260899450362369
75,4.849588958352938,1.7418589985428987,0.6247415704117257
76,4.84888536109733,1.7411191252036555,0.6238824471715257
77,4.847833238741944,1.7397293107183096,0.623055674344949
78,4.847378053545762,1.738459305063016,0.6224742145629016
79,4.847601590215755,1.7406043775780151,0.6229994534395942
80,4.84749061378684,1.7411990122795138,0.6230699108438839
81,4.8472096384327354,1.7370528347489917,0.6217774752280357
82,4.8471763744700525,1.7361783990934156,0.6211661419500468
83,4.846832565763744,1.7338606784469723,0.6203909264629829
84,4.8461982499691665,1.7324035662201767,0.6195793758602087
85,4.84619106701136,1.7304483819445773,0.6187440186206395
86,4.846048999436089,1.7215709118053282,0.6160709074084306
87,4.84604753854699,1.718664506031984,0.6150764485673652
88,4.845678643415455,1.7177848649964786,0.6146230354225353
89,4.845546288344149,1.7162203241532346,0.6140479070695097
90,4.845143514951011,1.7151514239896068,0.6136358447897688
91,4.84511174260034,1.715755614506288,0.6137270237213706
92,4.844999347117764,1.7154505049631434,0.6133646402230458
93,4.844836406368562,1.7145209463717528,0.6129053898139687
94,4.844521467872187,1.7124156834331676,0.6120655318527071
95,4.844543887770805,1.6984001030881786,0.6078485310124564
96,4.844370703060846,1.6915569138677113,0.6056637294746455
97,4.844448829643299,1.690466631042991,0.604674889168694
98,4.844189537983717,1.6876998362839688,0.6035638113480185
99,4.843469509452833,1.6854034075145239,0.6027084981959645
100,4.843239095849129,1.6856037026889399,0.6026683559852447
101,4.8431973192187625,1.6822010523394513,0.6017076884142241
102,4.843167381548936,1.6798302851237468,0.6009479407650626
103,4.842656802592034,1.6789596071471118,0.6006974946716266
104,4.842703501937566,1.6790738967539964,0.6006740836263486
105,4.842209529444585,1.6765269503044136,0.5998803558448402
106,4.841988832209433,1.6764964118614236,0.5998457056053997
107,4.841801934527898,1.6763353306470985,0.599760896486097
108,4.841637044656889,1.6749086050557116,0.5992768920967463
109,4.841975026578877,1.6749557390915477,0.5990585481825949
110,4.841820684413237,1.6669596355151115,0.5969671878243327
111,4.841761437573414,1.6577014175742548,0.5941310533837753
112,4.8413722487173665,1.6570459572163152,0.5939466160542966
113,4.841338609348628,1.6543319335122808,0.5931219263385273
114,4.8410656584292315,1.6542574778928052,0.5930821157908941
115,4.8409858560562045,1.6527204914836355,0.5924164926205211
116,4.8408162233703305,1.6520394672736898,0.5922233816605441
117,4.840825779579373,1.65182028377401,0.5921006464388829
118,4.840906367492977,1.6519890051303217,0.592045007332814
119,4.840739152210387,1.650632669259932,0.5916582807067393
120,4.841152613705879,1.6330762235677783,0.5861544494296713
121,4.840980404091399,1.6324171059283088,0.5857927157266557
122,4.840974867487779,1.632159267520494,0.5856867801824935
123,4.840919540824155,1.6317600464691318,0.585506307004192
124,4.840725036313793,1.630411571204025,0.585104167076118
125,4.8406903799978345,1.6282589040630648,0.5846587157300281
126,4.84056412769627,1.6196360074873752,0.5822557588251329
127,4.840622191075204,1.619814625270844,0.5822790213392722
128,4.840416083081672,1.6100339476256156,0.5793894869641503
129,4.840236962736017,1.6056823046174615,0.5781633165540385
130,4.840175441367774,1.6054964292993508,0.5781075779146732
131,4.840247929997207,1.605395729086686,0.5779372561897933
132,4.840099148974106,1.6047222038772238,0.5777193388152511
133,4.83997974552091,1.6041680623298964,0.5775627721844467
134,4.839770427803679,1.6024958359600001,0.5768637909746398
135,4.839536933789004,1.601701891729869,0.5766087312344422
136,4.839540596126283,1.6027945040842477,0.5763442398094611
137,4.839400537121668,1.602416927535832,0.5762331778830804
138,4.839368560709652,1.6003575433881858,0.574859032086507
139,4.839400193215531,1.6004096193088093,0.5748630000794971
140,4.839193193568372,1.599839004493966,0.5747427734754275
141,4.83917145750911,1.5997912142095807,0.5746719039745506
142,4.838975194731064,1.5989169711001414,0.5744141032457217
143,4.838970614890592,1.5959602974711327,0.5735279352715653
144,4.83887289942162,1.5956400108820583,0.5734465312581898
145,4.838755464458648,1.5945973568522478,0.5724434849173791
146,4.838758963207915,1.5944453536690455,0.572370004201399
147,4.838627874101915,1.5940537631903882,0.5721711287471271
148,4.838538724867604,1.5938710623119279,0.5721294974217596
149,4.838430322667255,1.5882854715652308,0.5703580384368107
150,4.838389957895812,1.5882282780541435,0.5703086805656573
151,4.838287215215404,1.5879784632712237,0.5702137062249768
152,4.8382454920631,1.5877084976396165,0.5701581639375152
153,4.83824421344492,1.5878074406360903,0.570197853524573
154,4.838172710230075,1.5876917480398447,0.5701548314432077
155,4.838108213768681,1.5870153690793083,0.5699917084140439
156,4.8381986918814786,1.5812029848970899,0.5682910444811801
157,4.838054450316397,1.57787985362611,0.5671880400498549
158,4.838065022342595,1.5778920063728434,0.5671737030409798
159,4.838023348836596,1.57758024887467,0.5670520585649464
160,4.837544351368772,1.5738357900540398,0.5657997475997111
