,max_error,mean_squared_error
DP,2.9618086554747043,2.3272370799000677
DP+C,3.0789961554747043,2.487866964641093
RQ,4.815676653881893,1.2953187614498576
RQ+C,1.3881121527154905,0.11284422483492511
RBF,4.8300957237088324,1.3404601455922827
RBF+C,1.111198345053655,0.08433939145930217
RBF+DP+C,1.473234573230548,0.13738816550312336
ExpSin,4.791732220378198,1.2721310426934407
ExpSin+C,1.111545748863083,0.08451200141109978
RBF+RQ+ExpSin+C,1.1441723214184467,0.08842224007611242
