,max_error,mean_squared_error
DP,3.1410686173247973,3.02529282256332
DP+C,3.2017862924293103,3.015768914789448
RQ,4.585731533226937,2.5725359230433247
RQ+C,1.4685356347841783,0.25883781805963424
RBF,4.883017011277704,3.437198303612409
RBF+C,1.7046779761343407,0.34973523784831145
RBF+DP+C,3.357101280453765,1.101237910243744
ExpSin,4.882493798982554,3.434546446062689
ExpSin+C,6.441450471468566,5.118661555390071
RBF+RQ+ExpSin+C,1.545726932760914,0.2834726725167427
