,max_error,mean_squared_error
DP,3.3577646099032776,2.618779386941495
DP+C,3.8003319822878625,2.7243276866335373
RQ,1.2731228345613976,0.012347402140715304
RQ+C,0.34543035650408527,0.0013229127713409695
RBF,1.7475139218717208,0.020073254222502165
RBF+C,0.3541919233392923,0.0015432127000054858
RBF+DP+C,0.3509435735758393,0.0015551275783452735
ExpSin,1.7461442987993427,0.02005037306465128
ExpSin+C,0.3583395465392618,0.0015929491330670476
RBF+RQ+ExpSin+C,0.3469764337059109,0.0014716993161645211
