,max_error,mean_squared_error
DP,3.0476810462749997,2.778105874530255
DP+C,3.064421247946256,2.7567455179844265
RQ,4.514333149237803,2.631169826604711
RQ+C,1.9027599275640448,0.3757483757544809
RBF,4.868697149145332,3.3536383484202226
RBF+C,1.7358476144459711,0.3215564489719265
RBF+DP+C,3.1834630587624027,1.0552719691272308
ExpSin,4.8687448905494275,3.353938538839384
ExpSin+C,4.862540651306211,3.3449672512021484
RBF+RQ+ExpSin+C,1.7155917563673722,0.3113206021493882
