,max_error,mean_squared_error
DP,3.0324873664122043,2.6233669881993236
DP+C,3.0399336554747043,2.3199656215724755
RQ,4.4637527295916675,0.8984143809181118
RQ+C,0.8364140908146043,0.060623355500203
RBF,4.87974763841152,1.6299012768198031
RBF+C,0.843033918049839,0.05496209764892142
RBF+DP+C,0.8412341567973645,0.05431501421284161
ExpSin,3.1905477706509267,0.552892176366626
ExpSin+C,0.8683561115916358,0.05571114301045901
RBF+RQ+ExpSin+C,0.8438712692162493,0.054968753849249916
